
9378016,5423028,1968867,73551,147207,565112,6490,163181,0,1641,23966,407774,1641,834682,611448,1641,517186,0,0,111704,2498669,7738,0,38057,227835,3112097,0,1050432,0,1641,0,0,129848,203750,211458,693334,4817,293300,0,0,88281,473442,131352,832945,739814,0,581181,0,65924,240262,2754505,6065,65972,166447,3529492,0,0,1116315,0,0,0,0,39,43,19,49,14,37,0,13,27,10,25,34,42,13,25,0,11,51,99,14,25,42,75,13,4,10,0,13,1
5423028,1968867,73551,147207,565112,6490,163181,0,1641,23966,407774,1641,834682,611448,1641,517186,0,0,111704,2498669,7738,0,38057,227835,3112097,0,1050432,0,1641,171190,0,129848,203750,211458,693334,4817,293300,0,0,88281,473442,131352,832945,739814,0,581181,0,65924,240262,2754505,6065,65972,166447,3529492,0,0,1116315,0,0,365560,0,39,43,19,49,14,37,0,13,27,10,25,34,42,13,25,0,11,51,99,14,25,42,75,13,4,10,0,13,64,1
1968867,73551,147207,565112,6490,163181,0,1641,23966,407774,1641,834682,611448,1641,517186,0,0,111704,2498669,7738,0,38057,227835,3112097,0,1050432,0,1641,171190,1641,129848,203750,211458,693334,4817,293300,0,0,88281,473442,131352,832945,739814,0,581181,0,65924,240262,2754505,6065,65972,166447,3529492,0,0,1116315,0,0,365560,65972,39,43,19,49,14,37,0,13,27,10,25,34,42,13,25,0,11,51,99,14,25,42,75,13,4,10,0,13,64,24,1
73551,147207,565112,6490,163181,0,1641,23966,407774,1641,834682,611448,1641,517186,0,0,111704,2498669,7738,0,38057,227835,3112097,0,1050432,0,1641,171190,1641,848178,203750,211458,693334,4817,293300,0,0,88281,473442,131352,832945,739814,0,581181,0,65924,240262,2754505,6065,65972,166447,3529492,0,0,1116315,0,0,365560,65972,976336,43,19,49,14,37,0,13,27,10,25,34,42,13,25,0,11,51,99,14,25,42,75,13,4,10,0,13,64,24,50,1
147207,565112,6490,163181,0,1641,23966,407774,1641,834682,611448,1641,517186,0,0,111704,2498669,7738,0,38057,227835,3112097,0,1050432,0,1641,171190,1641,848178,6752,211458,693334,4817,293300,0,0,88281,473442,131352,832945,739814,0,581181,0,65924,240262,2754505,6065,65972,166447,3529492,0,0,1116315,0,0,365560,65972,976336,6720,19,49,14,37,0,13,27,10,25,34,42,13,25,0,11,51,99,14,25,42,75,13,4,10,0,13,64,24,50,1,1
565112,6490,163181,0,1641,23966,407774,1641,834682,611448,1641,517186,0,0,111704,2498669,7738,0,38057,227835,3112097,0,1050432,0,1641,171190,1641,848178,6752,1641,693334,4817,293300,0,0,88281,473442,131352,832945,739814,0,581181,0,65924,240262,2754505,6065,65972,166447,3529492,0,0,1116315,0,0,365560,65972,976336,6720,0,49,14,37,0,13,27,10,25,34,42,13,25,0,11,51,99,14,25,42,75,13,4,10,0,13,64,24,50,1,13,1
6490,163181,0,1641,23966,407774,1641,834682,611448,1641,517186,0,0,111704,2498669,7738,0,38057,227835,3112097,0,1050432,0,1641,171190,1641,848178,6752,1641,0,4817,293300,0,0,88281,473442,131352,832945,739814,0,581181,0,65924,240262,2754505,6065,65972,166447,3529492,0,0,1116315,0,0,365560,65972,976336,6720,0,0,14,37,0,13,27,10,25,34,42,13,25,0,11,51,99,14,25,42,75,13,4,10,0,13,64,24,50,1,13,0,1
163181,0,1641,23966,407774,1641,834682,611448,1641,517186,0,0,111704,2498669,7738,0,38057,227835,3112097,0,1050432,0,1641,171190,1641,848178,6752,1641,0,274577,293300,0,0,88281,473442,131352,832945,739814,0,581181,0,65924,240262,2754505,6065,65972,166447,3529492,0,0,1116315,0,0,365560,65972,976336,6720,0,0,340149,37,0,13,27,10,25,34,42,13,25,0,11,51,99,14,25,42,75,13,4,10,0,13,64,24,50,1,13,0,14,1
0,1641,23966,407774,1641,834682,611448,1641,517186,0,0,111704,2498669,7738,0,38057,227835,3112097,0,1050432,0,1641,171190,1641,848178,6752,1641,0,274577,19395,0,0,88281,473442,131352,832945,739814,0,581181,0,65924,240262,2754505,6065,65972,166447,3529492,0,0,1116315,0,0,365560,65972,976336,6720,0,0,340149,83662,0,13,27,10,25,34,42,13,25,0,11,51,99,14,25,42,75,13,4,10,0,13,64,24,50,1,13,0,14,24,1
1641,23966,407774,1641,834682,611448,1641,517186,0,0,111704,2498669,7738,0,38057,227835,3112097,0,1050432,0,1641,171190,1641,848178,6752,1641,0,274577,19395,1641,0,88281,473442,131352,832945,739814,0,581181,0,65924,240262,2754505,6065,65972,166447,3529492,0,0,1116315,0,0,365560,65972,976336,6720,0,0,340149,83662,65964,13,27,10,25,34,42,13,25,0,11,51,99,14,25,42,75,13,4,10,0,13,64,24,50,1,13,0,14,24,17,1
